x,y,line,algo,new_x,new_y,new_size,new_color,new_year,new_country,old_x,old_y,old_size,old_color,old_year,old_country,multiplicity[1;67]
22.98453653,-9.948542954,18,alt_random,gdp,life_expect,population,continent,1846,['Romania'; 'Kiribati'; 'Timor-Leste'; 'Israel'; 'Greece'; 'Bangladesh'; 'Venezuela'],gdp,life_expect,population,continent,1846,['Romania'; 'Kiribati'; 'Timor-Leste'; 'Israel'; 'Greece'; 'Bangladesh'],1
38.83248625,0.883446817,18,alt_random,gdp,life_expect,population,continent,1971,['Romania'; 'Kiribati'; 'Timor-Leste'; 'Israel'; 'Greece'; 'Bangladesh'; 'Venezuela'],gdp,life_expect,population,continent,1846,['Romania'; 'Kiribati'; 'Timor-Leste'; 'Israel'; 'Greece'; 'Bangladesh'; 'Venezuela'],1
38.85623647,0.810101567,18,alt_random,gdp,life_expect,population,continent,1971,['Romania'; 'Kiribati'; 'Timor-Leste'; 'Israel'; 'Greece'; 'Bangladesh'; 'Uganda'; 'Venezuela'],gdp,life_expect,population,continent,1971,['Romania'; 'Kiribati'; 'Timor-Leste'; 'Israel'; 'Greece'; 'Bangladesh'; 'Venezuela'],1
24.28291002,-9.371340012,18,alt_random,gdp,life_expect,population,continent,1884,['Romania'; 'Kiribati'; 'Timor-Leste'; 'Israel'; 'Greece'; 'Bangladesh'; 'Uganda'; 'Venezuela'],gdp,life_expect,population,continent,1971,['Romania'; 'Kiribati'; 'Timor-Leste'; 'Israel'; 'Greece'; 'Bangladesh'; 'Uganda'; 'Venezuela'],1
24.20564208,-9.450484172,18,alt_random,gdp,life_expect,population,continent,1884,['Romania'; 'Kiribati'; 'Timor-Leste'; 'Turkmenistan'; 'Israel'; 'Greece'; 'Bangladesh'; 'Uganda'; 'Venezuela'],gdp,life_expect,population,continent,1884,['Romania'; 'Kiribati'; 'Timor-Leste'; 'Israel'; 'Greece'; 'Bangladesh'; 'Uganda'; 'Venezuela'],1
23.65724614,-9.729972714,18,alt_random,gdp,life_expect,population,continent,1852,['Romania'; 'Kiribati'; 'Timor-Leste'; 'Turkmenistan'; 'Israel'; 'Greece'; 'Bangladesh'; 'Uganda'; 'Venezuela'],gdp,life_expect,population,continent,1884,['Romania'; 'Kiribati'; 'Timor-Leste'; 'Turkmenistan'; 'Israel'; 'Greece'; 'Bangladesh'; 'Uganda'; 'Venezuela'],1
23.61122929,-9.831799115,18,alt_random,gdp,life_expect,population,continent,1852,['Romania'; 'Kiribati'; 'Timor-Leste'; 'Turkmenistan'; 'Tajikistan'; 'Israel'; 'Greece'; 'Bangladesh'; 'Uganda'; 'Venezuela'],gdp,life_expect,population,continent,1852,['Romania'; 'Kiribati'; 'Timor-Leste'; 'Turkmenistan'; 'Israel'; 'Greece'; 'Bangladesh'; 'Uganda'; 'Venezuela'],1
30.20251074,-8.803091035,18,alt_random,gdp,life_expect,population,continent,1924,['Romania'; 'Kiribati'; 'Timor-Leste'; 'Turkmenistan'; 'Tajikistan'; 'Israel'; 'Greece'; 'Bangladesh'; 'Uganda'; 'Venezuela'],gdp,life_expect,population,continent,1852,['Romania'; 'Kiribati'; 'Timor-Leste'; 'Turkmenistan'; 'Tajikistan'; 'Israel'; 'Greece'; 'Bangladesh'; 'Uganda'; 'Venezuela'],1
-0.098360824,-7.130686715,19,alt_random,gdp,life_expect,population,continent,1800,[],gdp,life_expect,population,continent,1924,['Romania'; 'Kiribati'; 'Timor-Leste'; 'Turkmenistan'; 'Tajikistan'; 'Israel'; 'Greece'; 'Bangladesh'; 'Uganda'; 'Venezuela'],67
1.270401998,-11.14590134,19,alt_random,gdp,life_expect,population,continent,1800,['Peru'],gdp,life_expect,population,continent,1800,[],2
10.92618358,-9.452830648,19,alt_random,gdp,life_expect,population,continent,1825,['Peru'],gdp,life_expect,population,continent,1800,['Peru'],1
10.87745617,-9.583397439,19,alt_random,gdp,life_expect,population,continent,1825,['Peru'; 'Hungary'],gdp,life_expect,population,continent,1825,['Peru'],1
35.71755513,-1.119441154,19,alt_random,gdp,life_expect,population,continent,1944,['Peru'; 'Hungary'],gdp,life_expect,population,continent,1825,['Peru'; 'Hungary'],1
35.96690781,-1.245203453,19,alt_random,gdp,life_expect,population,continent,1944,['Peru'; 'Hungary'; 'Belgium'],gdp,life_expect,population,continent,1944,['Peru'; 'Hungary'],1
29.57122303,-4.589595829,19,alt_random,gdp,life_expect,population,continent,1909,['Peru'; 'Hungary'; 'Belgium'],gdp,life_expect,population,continent,1944,['Peru'; 'Hungary'; 'Belgium'],1
29.58645033,-4.718104334,19,alt_random,gdp,life_expect,population,continent,1909,['Peru'; 'Suriname'; 'Hungary'; 'Belgium'],gdp,life_expect,population,continent,1909,['Peru'; 'Hungary'; 'Belgium'],1
37.06128676,-0.792682906,19,alt_random,gdp,life_expect,population,continent,1961,['Peru'; 'Suriname'; 'Hungary'; 'Belgium'],gdp,life_expect,population,continent,1909,['Peru'; 'Suriname'; 'Hungary'; 'Belgium'],1
37.29322819,-0.831303639,19,alt_random,gdp,life_expect,population,continent,1961,['Peru'; 'Hungary'; 'Belgium'; 'Maldives'; 'Suriname'],gdp,life_expect,population,continent,1961,['Peru'; 'Suriname'; 'Hungary'; 'Belgium'],1
37.41297033,-0.723552322,19,alt_random,gdp,life_expect,population,continent,1972,['Peru'; 'Hungary'; 'Belgium'; 'Maldives'; 'Suriname'],gdp,life_expect,population,continent,1961,['Peru'; 'Hungary'; 'Belgium'; 'Maldives'; 'Suriname'],1
37.48886344,-0.786440831,19,alt_random,gdp,life_expect,population,continent,1972,['Peru'; 'Hungary'; 'Belgium'; 'Maldives'; 'Congo; Rep.'; 'Suriname'],gdp,life_expect,population,continent,1972,['Peru'; 'Hungary'; 'Belgium'; 'Maldives'; 'Suriname'],1
27.78816218,-7.909685728,19,alt_random,gdp,life_expect,population,continent,1876,['Peru'; 'Hungary'; 'Belgium'; 'Maldives'; 'Congo; Rep.'; 'Suriname'],gdp,life_expect,population,continent,1972,['Peru'; 'Hungary'; 'Belgium'; 'Maldives'; 'Congo; Rep.'; 'Suriname'],1
27.82709357,-7.947937474,19,alt_random,gdp,life_expect,population,continent,1876,['Peru'; 'Tajikistan'; 'Hungary'; 'Belgium'; 'Maldives'; 'Congo; Rep.'; 'Suriname'],gdp,life_expect,population,continent,1876,['Peru'; 'Hungary'; 'Belgium'; 'Maldives'; 'Congo; Rep.'; 'Suriname'],1
27.99889169,-7.772117749,19,alt_random,gdp,life_expect,population,continent,1894,['Peru'; 'Tajikistan'; 'Hungary'; 'Belgium'; 'Maldives'; 'Congo; Rep.'; 'Suriname'],gdp,life_expect,population,continent,1876,['Peru'; 'Tajikistan'; 'Hungary'; 'Belgium'; 'Maldives'; 'Congo; Rep.'; 'Suriname'],1
28.02220449,-7.81247555,19,alt_random,gdp,life_expect,population,continent,1894,['Peru'; 'Tajikistan'; 'Hungary'; 'Belgium'; 'Maldives'; 'Netherlands'; 'Congo; Rep.'; 'Suriname'],gdp,life_expect,population,continent,1894,['Peru'; 'Tajikistan'; 'Hungary'; 'Belgium'; 'Maldives'; 'Congo; Rep.'; 'Suriname'],1
37.23344789,-1.839277025,19,alt_random,gdp,life_expect,population,continent,1947,['Peru'; 'Tajikistan'; 'Hungary'; 'Belgium'; 'Maldives'; 'Netherlands'; 'Congo; Rep.'; 'Suriname'],gdp,life_expect,population,continent,1894,['Peru'; 'Tajikistan'; 'Hungary'; 'Belgium'; 'Maldives'; 'Netherlands'; 'Congo; Rep.'; 'Suriname'],1
37.25166796,-1.874261527,19,alt_random,gdp,life_expect,population,continent,1947,['Peru'; 'Tajikistan'; 'Hungary'; 'Belgium'; 'Maldives'; 'Netherlands'; 'Congo; Rep.'; 'Costa Rica'; 'Suriname'],gdp,life_expect,population,continent,1947,['Peru'; 'Tajikistan'; 'Hungary'; 'Belgium'; 'Maldives'; 'Netherlands'; 'Congo; Rep.'; 'Suriname'],1
27.58994724,-8.294084224,19,alt_random,gdp,life_expect,population,continent,1874,['Peru'; 'Tajikistan'; 'Hungary'; 'Belgium'; 'Maldives'; 'Netherlands'; 'Congo; Rep.'; 'Costa Rica'; 'Suriname'],gdp,life_expect,population,continent,1947,['Peru'; 'Tajikistan'; 'Hungary'; 'Belgium'; 'Maldives'; 'Netherlands'; 'Congo; Rep.'; 'Costa Rica'; 'Suriname'],1
27.44078673,-8.47795726,19,alt_random,gdp,life_expect,population,continent,1874,['Peru'; 'Guyana'; 'Tajikistan'; 'Hungary'; 'Belgium'; 'Maldives'; 'Netherlands'; 'Congo; Rep.'; 'Costa Rica'; 'Suriname'],gdp,life_expect,population,continent,1874,['Peru'; 'Tajikistan'; 'Hungary'; 'Belgium'; 'Maldives'; 'Netherlands'; 'Congo; Rep.'; 'Costa Rica'; 'Suriname'],1
27.2607647,-8.723967383,19,alt_random,gdp,life_expect,population,continent,1842,['Peru'; 'Guyana'; 'Tajikistan'; 'Hungary'; 'Belgium'; 'Maldives'; 'Netherlands'; 'Congo; Rep.'; 'Costa Rica'; 'Suriname'],gdp,life_expect,population,continent,1874,['Peru'; 'Guyana'; 'Tajikistan'; 'Hungary'; 'Belgium'; 'Maldives'; 'Netherlands'; 'Congo; Rep.'; 'Costa Rica'; 'Suriname'],1
-0.098360824,-7.130686715,20,alt_random,gdp,life_expect,population,continent,1800,[],gdp,life_expect,population,continent,1842,['Peru'; 'Guyana'; 'Tajikistan'; 'Hungary'; 'Belgium'; 'Maldives'; 'Netherlands'; 'Congo; Rep.'; 'Costa Rica'; 'Suriname'],67
0.169521658,-4.01829583,20,alt_random,gdp,life_expect,population,continent,1800,['Suriname'],gdp,life_expect,population,continent,1800,[],3
36.23028229,1.096151634,20,alt_random,gdp,life_expect,population,continent,1969,['Suriname'],gdp,life_expect,population,continent,1800,['Suriname'],1
36.05255082,1.436330781,20,alt_random,gdp,life_expect,population,continent,1969,['Suriname'; 'Australia'],gdp,life_expect,population,continent,1969,['Suriname'],1
28.62900211,-5.330127439,20,alt_random,gdp,life_expect,population,continent,1902,['Suriname'; 'Australia'],gdp,life_expect,population,continent,1969,['Suriname'; 'Australia'],1
28.86053903,-5.462889812,20,alt_random,gdp,life_expect,population,continent,1902,['Peru'; 'Suriname'; 'Australia'],gdp,life_expect,population,continent,1902,['Suriname'; 'Australia'],1
28.82454442,-5.509592344,20,alt_random,gdp,life_expect,population,continent,1899,['Peru'; 'Suriname'; 'Australia'],gdp,life_expect,population,continent,1902,['Peru'; 'Suriname'; 'Australia'],1
28.94357876,-5.590888635,20,alt_random,gdp,life_expect,population,continent,1899,['Peru'; 'Malaysia'; 'Suriname'; 'Australia'],gdp,life_expect,population,continent,1899,['Peru'; 'Suriname'; 'Australia'],1
12.47508711,-11.12215942,20,alt_random,gdp,life_expect,population,continent,1836,['Peru'; 'Malaysia'; 'Suriname'; 'Australia'],gdp,life_expect,population,continent,1899,['Peru'; 'Malaysia'; 'Suriname'; 'Australia'],1
12.45137627,-11.22753684,20,alt_random,gdp,life_expect,population,continent,1836,['Malaysia'; 'Romania'; 'Peru'; 'Australia'; 'Suriname'],gdp,life_expect,population,continent,1836,['Peru'; 'Malaysia'; 'Suriname'; 'Australia'],1
40.66280941,0.985079852,20,alt_random,gdp,life_expect,population,continent,1990,['Malaysia'; 'Romania'; 'Peru'; 'Australia'; 'Suriname'],gdp,life_expect,population,continent,1836,['Malaysia'; 'Romania'; 'Peru'; 'Australia'; 'Suriname'],1
40.7801619,0.917668205,20,alt_random,gdp,life_expect,population,continent,1990,['Malaysia'; 'Romania'; 'Peru'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1990,['Malaysia'; 'Romania'; 'Peru'; 'Australia'; 'Suriname'],1
30.67425517,-5.557821416,20,alt_random,gdp,life_expect,population,continent,1920,['Malaysia'; 'Romania'; 'Peru'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1990,['Malaysia'; 'Romania'; 'Peru'; 'Australia'; 'Iraq'; 'Suriname'],1
30.71415182,-5.588194445,20,alt_random,gdp,life_expect,population,continent,1920,['Singapore'; 'Malaysia'; 'Romania'; 'Peru'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1920,['Malaysia'; 'Romania'; 'Peru'; 'Australia'; 'Iraq'; 'Suriname'],1
12.17643705,-11.6791249,20,alt_random,gdp,life_expect,population,continent,1827,['Singapore'; 'Malaysia'; 'Romania'; 'Peru'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1920,['Singapore'; 'Malaysia'; 'Romania'; 'Peru'; 'Australia'; 'Iraq'; 'Suriname'],1
12.16282972,-11.73998248,20,alt_random,gdp,life_expect,population,continent,1827,['Singapore'; 'Malaysia'; 'Romania'; 'Peru'; 'Greece'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1827,['Singapore'; 'Malaysia'; 'Romania'; 'Peru'; 'Australia'; 'Iraq'; 'Suriname'],1
25.44124272,-15.95785751,20,alt_random,gdp,life_expect,population,continent,1871,['Singapore'; 'Malaysia'; 'Romania'; 'Peru'; 'Greece'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1827,['Singapore'; 'Malaysia'; 'Romania'; 'Peru'; 'Greece'; 'Australia'; 'Iraq'; 'Suriname'],1
25.5193595,-16.06573969,20,alt_random,gdp,life_expect,population,continent,1871,['Singapore'; 'Malaysia'; 'Romania'; 'Peru'; 'Greece'; 'El Salvador'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1871,['Singapore'; 'Malaysia'; 'Romania'; 'Peru'; 'Greece'; 'Australia'; 'Iraq'; 'Suriname'],1
41.72857913,0.280538801,20,alt_random,gdp,life_expect,population,continent,1980,['Singapore'; 'Malaysia'; 'Romania'; 'Peru'; 'Greece'; 'El Salvador'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1871,['Singapore'; 'Malaysia'; 'Romania'; 'Peru'; 'Greece'; 'El Salvador'; 'Australia'; 'Iraq'; 'Suriname'],1
41.88070119,0.207997694,20,alt_random,gdp,life_expect,population,continent,1980,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Peru'; 'Greece'; 'El Salvador'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1980,['Singapore'; 'Malaysia'; 'Romania'; 'Peru'; 'Greece'; 'El Salvador'; 'Australia'; 'Iraq'; 'Suriname'],1
25.68066497,-16.24352518,20,alt_random,gdp,life_expect,population,continent,1883,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Peru'; 'Greece'; 'El Salvador'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1980,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Peru'; 'Greece'; 'El Salvador'; 'Australia'; 'Iraq'; 'Suriname'],1
25.76741315,-16.38012696,20,alt_random,gdp,life_expect,population,continent,1883,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Peru'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1883,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Peru'; 'Greece'; 'El Salvador'; 'Australia'; 'Iraq'; 'Suriname'],1
42.02154553,0.085750823,20,alt_random,gdp,life_expect,population,continent,1978,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Peru'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1883,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Peru'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Australia'; 'Iraq'; 'Suriname'],1
42.18678302,-0.026479369,20,alt_random,gdp,life_expect,population,continent,1978,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Peru'; 'Guyana'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1978,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Peru'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Australia'; 'Iraq'; 'Suriname'],1
25.81715033,-16.4917818,20,alt_random,gdp,life_expect,population,continent,1877,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Peru'; 'Guyana'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1978,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Peru'; 'Guyana'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Australia'; 'Iraq'; 'Suriname'],1
25.87740606,-16.60679974,20,alt_random,gdp,life_expect,population,continent,1877,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1877,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Peru'; 'Guyana'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Australia'; 'Iraq'; 'Suriname'],1
42.5252597,-0.023298727,20,alt_random,gdp,life_expect,population,continent,1999,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1877,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Australia'; 'Iraq'; 'Suriname'],1
42.63024622,-0.18584602,20,alt_random,gdp,life_expect,population,continent,1999,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1999,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Australia'; 'Iraq'; 'Suriname'],1
42.56070864,-0.363753137,20,alt_random,gdp,life_expect,population,continent,1975,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1999,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Australia'; 'Iraq'; 'Suriname'],1
42.6362664,-0.597619553,20,alt_random,gdp,life_expect,population,continent,1975,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1975,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Australia'; 'Iraq'; 'Suriname'],1
42.76886601,-0.911539691,20,alt_random,gdp,life_expect,population,continent,1952,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Iraq'; 'Suriname'],gdp,life_expect,population,continent,1975,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Iraq'; 'Suriname'],1
42.81057829,-1.035172565,20,alt_random,gdp,life_expect,population,continent,1952,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Iraq'; 'Suriname'; 'Haiti'],gdp,life_expect,population,continent,1952,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Iraq'; 'Suriname'],1
11.30643978,-13.75546002,20,alt_random,gdp,life_expect,population,continent,1818,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Iraq'; 'Suriname'; 'Haiti'],gdp,life_expect,population,continent,1952,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Iraq'; 'Suriname'; 'Haiti'],1
11.32623568,-13.7949092,20,alt_random,gdp,life_expect,population,continent,1818,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Bangladesh'; 'Iraq'; 'Suriname'; 'Haiti'],gdp,life_expect,population,continent,1818,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Iraq'; 'Suriname'; 'Haiti'],1
26.27204908,-17.61992967,20,alt_random,gdp,life_expect,population,continent,1863,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Bangladesh'; 'Iraq'; 'Suriname'; 'Haiti'],gdp,life_expect,population,continent,1818,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Bangladesh'; 'Iraq'; 'Suriname'; 'Haiti'],1
26.496545,-17.72143005,20,alt_random,gdp,life_expect,population,continent,1863,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Hungary'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Bangladesh'; 'Iraq'; 'Suriname'; 'Haiti'],gdp,life_expect,population,continent,1863,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Bangladesh'; 'Iraq'; 'Suriname'; 'Haiti'],1
27.36284749,-17.97957682,20,alt_random,gdp,life_expect,population,continent,1923,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Hungary'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Bangladesh'; 'Iraq'; 'Suriname'; 'Haiti'],gdp,life_expect,population,continent,1863,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Hungary'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Bangladesh'; 'Iraq'; 'Suriname'; 'Haiti'],1
27.33067531,-17.98297564,20,alt_random,gdp,life_expect,population,continent,1923,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Japan'; 'Hungary'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Bangladesh'; 'Iraq'; 'Suriname'; 'Haiti'],gdp,life_expect,population,continent,1923,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Hungary'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Bangladesh'; 'Iraq'; 'Suriname'; 'Haiti'],1
26.85700519,-17.80061197,20,alt_random,gdp,life_expect,population,continent,1883,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Japan'; 'Hungary'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Bangladesh'; 'Iraq'; 'Suriname'; 'Haiti'],gdp,life_expect,population,continent,1923,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Japan'; 'Hungary'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Bangladesh'; 'Iraq'; 'Suriname'; 'Haiti'],1
26.83694847,-17.83070139,20,alt_random,gdp,life_expect,population,continent,1883,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Japan'; 'Hungary'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Maldives'; 'Australia'; 'Bangladesh'; 'Iraq'; 'Suriname'; 'Haiti'],gdp,life_expect,population,continent,1883,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Japan'; 'Hungary'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Australia'; 'Bangladesh'; 'Iraq'; 'Suriname'; 'Haiti'],1
26.98897015,-17.91096307,20,alt_random,gdp,life_expect,population,continent,1896,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Japan'; 'Hungary'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Maldives'; 'Australia'; 'Bangladesh'; 'Iraq'; 'Suriname'; 'Haiti'],gdp,life_expect,population,continent,1883,['Singapore'; 'Malaysia'; 'United Arab Emirates'; 'Romania'; 'Uruguay'; 'Peru'; 'Guyana'; 'Japan'; 'Hungary'; 'Guatemala'; 'Greece'; 'El Salvador'; 'Trinidad and Tobago'; 'Uganda'; 'Maldives'; 'Australia'; 'Bangladesh'; 'Iraq'; 'Suriname'; 'Haiti'],1
